node_id:ID,name
a3679,"Freas, Kelly"
a3680,"Evarts, Hal G. (Hal George)"
a3681,"Winter, William"
a3682,"Hogg, James"
a3683,"Waugh, Alec"
a3684,"Ellis, Robinson"
a3685,"Rainey, W. (William)"
a3686,"Teixeira de Mattos, Alexander"
a3687,"Housman, Clemence"
a3688,"Dunn, Harvey"
a3689,"Keniston, Hayward"
a3690,"United States. Council of National Defense. Highways Transport Committee"
a3691,"Smith, Preserved"
a3692,"Punshon, E. R. (Ernest Robertson)"
a3693,"Hines, Bob"
a3694,"Sedgwick, Anne Douglas"
a3695,"Mahony, Frank P."
a3696,"Gardener, Helen H. (Helen Hamilton)"
a3697,"Langdon, Stephen"
a3698,"Van Dyke, John Charles"
a3699,"Burbank, Emily"
a3700,"Bassett, Sara Ware"
a3701,"Cranage, D. H. S. (David Herbert Somerset)"
a3702,"Higgins, Emily Mayer"
a3703,"Wilson, Edmund B. (Edmund Beecher)"
a3704,"Wood, J. G. (John George)"
a3705,"MacClintock, Porter Lander"
a3706,"Anderson, Rufus"
a3707,"Fowke, Gerard"
a3708,"New Zealand. Committee of Inquiry into Mental Defectives and Sexual Offenders"
a3709,"Cranmer, J. J."
a3710,"Kronheim, Joseph Martin"
a3711,"Elton, Charles Isaac"
a3712,"Stokes, Roy Eliot"
a3713,"Cartwright, Charles E."
a3714,"Petersen, Diane"
a3715,"Dewey, Mary Elizabeth"
a3716,"Barlow, Jane"
a3717,"Townsend, Mary Ashley"
a3718,"Gibson, Hugh"
a3719,"Wheelwright, John T. (John Tyler)"
a3720,"Lubbock, Percy"
a3721,"O'Brien, Jack"
a3722,"Marcin, Max"
a3723,"Lespérance, John"
a3724,"Myrtle, Harriet"
a3725,"Hands, A. F. Morris"
a3726,"Thomas, Cyrus"
a3727,"Peary, Robert E. (Robert Edwin)"
a3728,"Mathews, R. H. (Robert Hamilton)"
a3729,"Franklin, John"
a3730,"Bose, Jagadis Chandra"
a3731,"Combe, William"
a3732,"Nordau, Max Simon"
a3733,"Hawthorne, Paul"
a3734,"Newell, William Wells"
a3735,"Beamish, Richard Joseph"
a3736,"Newberry, Fannie E. (Fannie Ellsworth)"
a3737,"Snell, F. J. (Frederick John)"
a3738,"La Farge, John"
a3739,"Gregory, James John Howard"
a3740,"Brady, Jasper Ewing"
a3741,"Jepson, Edgar"
a3742,"Shorter, Clement King"
a3743,"Bancroft, Edith"
a3744,"Mitchell, Edmund"
a3745,"Robertson, W. G. Aitchison (William George Aitchison )"
a3746,"Hoover, J. Edgar (John Edgar)"
a3747,"Blanchard, Amy Ella"
a3748,"Weygandt, Cornelius"
a3749,"Cotton, William, F.S.A., of Exeter"
a3750,"Accum, Friedrich Christian"
a3751,"Robinson, Gordon"
a3752,"Collier, Price"
a3753,"Brace, James H."
a3754,"Allen, Walter Fox"
a3755,"Kilner, Dorothy"
a3756,"Foote, John Taintor"
a3757,"Allen, Glover M. (Glover Morrill)"
a3758,"Booth, Hanson"
a3759,"Grenfell, Wilfred Thomason, Sir"
a3760,"Newton, Joseph Fort"
a3761,"Fielding, Sarah"
a3762,"Atkins, Gaius Glenn"
a3763,"O'Neill, Elizabeth (Elizabeth Speakman)"
a3764,"Willard, Emma"
a3765,"Boutwell, George S. (George Sewall)"
a3766,"Abbott, Jane"
a3767,"United States. Navy Department. Bureau of Ordnance"
a3768,"Butler, Samuel"
a3769,"Dalton, Louis C."
a3770,"Cummings, Ray"
a3771,"Peacock, Ralph"
a3772,"Norris, Zoé Anderson"
a3773,"Knapp, Arthur William"
a3774,"Mills, Arthur Wallis"
a3775,"Alger, William Rounseville"
a3776,"Langford, Norman F."
a3777,"Gage, George W."
a3778,"Seward, A. C. (Albert Charles)"
a3779,"Horsford, Mary Gardiner"
a3780,"Miles, Clement A."
a3781,"Kerr, James"
a3782,"Wilkins, John"
a3783,"Webster, Nesta Helen"
a3784,"Howard, Hattie"
a3785,"Schoenherr, John"
a3786,"Bonner, Geraldine"
a3787,"Lehmann, Lilli"
a3788,"Cowan, Sam K. (Sam Kinkade)"
a3789,"Bloomfield, Maurice"
a3790,"Carson, James, Captain"
a3791,"Raemaekers, Louis"
a3792,"Hankins, Arthur Preston"
a3793,"Stevens, Frank"
a3794,"Gleason, Arthur"
a3795,"Pearson, Edwin"
a3796,"Gregory, Charles Hutton"
a3797,"Leslie, Emma"
a3798,"Fillebrown, Thomas"
a3799,"Haring, Clarence Henry"
a3800,"Tytler, Sarah"
a3801,"MacGregor, William"
a3802,"Luther, Mark Lee"
a3803,"Mereto, Joseph J."
a3804,"Bryant, Jacob"
a3805,"MacCauley, Clay"
a3806,"Arnold, Gertrude Weld"
a3807,"Becker, Bernard Henry"
a3808,"Walsh, J. M. (James Morgan)"
a3809,"Evarts, William Maxwell"
a3810,"Glueck, Bernard"
a3811,"Cripps, Arthur Shearly"
a3812,"Morrison, George Ernest"
a3813,"Stead, Robert J. C."
a3814,"Miller, Kelly"
a3815,"Teresa, of Avila, Saint"
a3816,"Smith, Elwyn A. (Elwyn Allen)"
a3817,"Hodge, Charles"
a3818,"Miller, J. R. (James Russell)"
a3819,"Fitch, George"
a3820,"Grose, Howard B. (Howard Benjamin)"
a3821,"Kountz, William J."
a3822,"Bernstein, Herman"
a3823,"Browne, Gordon"
a3824,"Macfadden, Bernarr"
a3825,"Orton, James"
a3826,"Smollett, T. (Tobias)"
a3827,"Nolan, E. H. (Edward Henry)"
a3828,"Palgrave, Francis Turner"
a3829,"Fitch, George Hamlin"
a3830,"Williams, Isabel Cecilia"
a3831,"Cassel, John Harmon"
a3832,"Clauson, J. Earl"
a3833,"Boyton, Paul"
a3834,"Griffith, George Chetwynd"
a3835,"Sims, Barbara R. (Barbara Rutledge)"
a3836,"`Abdu'l-Bahá"
a3837,"Esslemont, J. E. (John Ebenezer)"
a3838,"Shoghi, Effendi"
a3839,"Fitchett, W. H. (William Henry)"
a3840,"Connor, Ralph"
a3841,"Brey, Charles"
a3842,"Jackson, Chevalier"
a3843,"Labouchere, Henry"
a3844,"Bahá'í International Community"
a3845,"Universal House of Justice"
a3846,"Brown, Arthur William"
a3847,"Hitchcock, Champion Ingraham"
a3848,"Cooper, Susan Fenimore"
a3849,"Sheridan, Richard Brinsley"
a3850,"Feild, Edward"
a3851,"Osborn, Henry Fairfield"
a3852,"Newcomb, Simon"
a3853,"Townsend, Frederick"
a3854,"Henley, William Ernest"
a3855,"Hamilton, Ian"
a3856,"Munn, William Augustus"
a3857,"Baikie, James"
a3858,"Praeger, Robert Lloyd"
a3859,"Remington, Frederic"
a3860,"Hollanda, Francisco de"
a3861,"Kennedy, Edmund John"
a3862,"Blake, William"
a3863,"Alpheus, A."
a3864,"McIlwraith, Jean N. (Jean Newton)"
a3865,"Swinton, William"
a3866,"Fernie, William Thomas"
a3867,"Crosby, Ernest Howard"
a3868,"Goetschius, Percy"
a3869,"Victor, Frances Fuller"
a3870,"Cosens, Abner"
a3871,"Strunsky, Simeon"
a3872,"Clements, G. H. (George Henry)"
a3873,"Sloan, Walter B."
a3874,"Hoffman, Walter James"
a3875,"Sage, Michael"
a3876,"Penn, William"
a3877,"Pickthall, Marmaduke William"
a3878,"Thompson, Edward John"
a3879,"Maude, Louise"
a3880,"Pierson, Clara Dillingham"
a3881,"Inglis, Antoinette"
a3882,"May, Carrie L."
a3883,"Hood, George Washington"
a3884,"Burleigh, H. T. (Harry Thacker)"
a3885,"Hale, George Ellery"
a3886,"Hurst, J. F. (John Fletcher)"
a3887,"Oyen, Henry"
a3888,"Austin, Anne"
a3889,"I. E. M."
a3890,"Morton, Thomas"
a3891,"Kernahan, J. G."
a3892,"Scott, R. S."
a3893,"Talbot, N. S. (Neville Stuart)"
a3894,"Campbell, Alexander"
a3895,"Clark, John Willis"
a3896,"Albee, John"
a3897,"Kingston, William Henry Giles"
a3898,"Johnston, R. M. (Robert Matteson)"
a3899,"Schmucker, B. M. (Beale Melanchthon)"
a3900,"Addleshaw, Percy"
a3901,"Mapes, Victor"
a3902,"Jeans, J. Stephen (James Stephen)"
a3903,"Hughes, Langston"
a3904,"Flagg, James Montgomery"
a3905,"Kirby, W. F. (William Forsell)"
a3906,"Lowenheim, Frederic"
a3907,"Barhite, Jared"
a3908,"Harris, Joseph"
a3909,"Curtis, Edward S."
a3910,"Spalding, Katie"
a3911,"West, Mrs. (Jane)"
a3912,"Lawson, Alfred W. (Alfred William)"
a3913,"Clausewitz, Carl von"
a3914,"Lounsbury, Thomas Raynesford"
a3915,"Waring, George E. (George Edwin)"
a3916,"Jarrett, Bede"
a3917,"McAnally, D. R. (David Russell)"
a3918,"Fisher, A. Hugh (Alfred Hugh)"
a3919,"Whale, Winifred Stephens"
a3920,"Giles, J. A. (John Allen)"
a3921,"Clippinger, D. A. (David Alva)"
a3922,"Perkins, Thomas, Rev."
a3923,"Grautoff, Ferdinand Heinrich"
a3924,"Gehrkens, Karl Wilson"
a3925,"McKernan, Frank"
a3926,"Mack, Isaac Alexander"
a3927,"Steele, Jack"
a3928,"Alverson, Margaret Blake"
a3929,"Milman, Henry Hart"
a3930,"Macomber, Hattie E."
a3931,"Fowler, Frank"
a3932,"Greeno, Follett L. (Follett Lamberton)"
a3933,"Hoar, George Frisbie"
a3934,"Preyer, William T."
a3935,"Severy, Melvin L. (Melvin Linwood)"
a3936,"Sterndale, Robert Armitage"
a3937,"Garey, E. B. (Enoch Barton)"
a3938,"Jarvis, Mary Rowles"
a3939,"Rosenfeld, Paul"
a3940,"Aeschylus"
a3941,"Popenoe, Paul"
a3942,"Gosse, Philip"
a3943,"Patterson, Robert"
a3944,"Buckland, Arthur H."
a3945,"Birmingham, George A."
a3946,"Bigges, Walter"
a3947,"Chapin, E. H. (Edwin Hubbell)"
a3948,"Crane, Stephen"
a3949,"Hague, W. Grant (William Grant)"
a3950,"Burt, Nathaniel Clark"
a3951,"Fisk, Eugene Lyman"
a3952,"MacDonald, John A. (John Alexander)"
a3953,"Waters, W. G. (William George)"
a3954,"Robinson, Frederic Cayley"
a3955,"Clayton, Joseph"
a3956,"Harnack, Adolf von"
a3957,"Buchanan, Neil"
a3958,"Richmond, Legh"
a3959,"McGee, W J"
a3960,"Dutt, Romesh Chunder"
a3961,"McCabe, James Dabney"
a3962,"Quayle, William A. (William Alfred)"
a3963,"Harris, Joel Chandler"
a3964,"Anson, Adrian Constantine"
a3965,"Hall, James Norman"
a3966,"McMurry, Charles A. (Charles Alexander)"
a3967,"Bailey, Carolyn Sherwin"
a3968,"Evans, E. Everett (Edward Everett)"
a3969,"Cooper, Elizabeth"
a3970,"Mussey, R. D. (Reuben Dimond)"
a3971,"Durham, M. E. (Mary Edith)"
a3972,"Naylor, Edward W. (Edward Woodall)"
a3973,"Prime-Stevenson, Edward"
a3974,"Newman, John Henry"
a3975,"Omond, George W. T. (George William Thomson)"
a3976,"Lawrence, Eugene"
a3977,"Hall, Angelo"
a3978,"Ayres, May"
a3979,"Richards, William"
a3980,"Greene, Sarah Pratt McLean"
a3981,"Van Everen, Jay"
a3982,"Quennell, C. H. B. (Charles Henry Bourne)"
a3983,"Nennius, active 796"
a3984,"Sheldon, Myrtle"
a3985,"Head, James H."
a3986,"Bradley, Marion Zimmer"
a3987,"Herbert, Henry William"
a3988,"Bloxam, Matthew Holbeche"
a3989,"Rees, Byron J. (Byron Johnson)"
a3990,"Martin, Gene Allen"
a3991,"Stevenson, Adlai E. (Adlai Ewing)"
a3992,"Willoughby, Barrett"
a3993,"Rowbotham, Francis Jameson"
a3994,"Brown, Peter Hume"
a3995,"Freytag, Gustav"
a3996,"Hinkle, Thomas C. (Thomas Clark)"
a3997,"Howitt, John Newton"
a3998,"Abbot, Francis Ellingwood"
a3999,"Racine, Jean"
a4000,"Field, Ellen Robena"
a4001,"New Zealand. National Library Service"
a4002,"Perdue, Mitzi"
a4003,"Fowler, Ellen Thorneycroft"
a4004,"Sharpe, Reginald R. (Reginald Robinson)"
a4005,"Fortescue, J. W. (John William), Sir"
a4006,"Stephen, Geo. A. (George Arthur)"
a4007,"Summerfield, John"
a4008,"Macduff, John R. (John Ross)"
a4009,"Taft, William H. (William Howard)"
a4010,"Rose, C. A."
a4011,"Williams, L."
a4012,"Bell, William"
a4013,"Lock, H. O. (Henry Osmond)"
a4014,"Hare, Walter Ben"
a4015,"Moody, Dwight Lyman"
a4016,"Davis, Jefferson"
a4017,"Bruno, Giordano"
a4018,"Saleeby, C. W. (Caleb Williams)"
a4019,"Dixon, Royal"
a4020,"Crabb, James"
a4021,"Orton, George W."
a4022,"May, E. J. (Edith J.)"
a4023,"Scott, Frederick George"
a4024,"Bacon, Josephine Daskam"
a4025,"Thayer, William Makepeace"
a4026,"Nasmith, George G. (George Gallie)"
a4027,"Finnemore, John"
a4028,"Leighton, Marshall Ora"
a4029,"Altemus, Henry"
a4030,"Mills, Wesley"
a4031,"Eley, C. King"
a4032,"Black, C. B."
a4033,"Mulholland, Clara"
a4034,"Wurdz, Gideon"
a4035,"Fisher, Sydney George"
a4036,"Russell, William Clark"
a4037,"Grant, James, archaeologist"
a4038,"Halliwell-Phillipps, J. O. (James Orchard)"
a4039,"Wilde, Percival"
a4040,"Shaw, Thomas"
a4041,"Bigwood, Inez"
a4042,"Fraser, Chelsea Curtis"
a4043,"McSpadden, J. Walker (Joseph Walker)"
a4044,"United States. Congress. House. Committee on Science and Astronautics."
a4045,"Davy (An Englishman)"
a4046,"Arbuthnot, F. F."
a4047,"La Motte, Ellen N. (Ellen Newbold)"
a4048,"Andrews, William"
a4049,"Trueblood, Thomas C. (Thomas Clarkson)"
a4050,"Baker, Willard F."
a4051,"Cluthe Rupture Institute"
a4052,"Herbert, Minie"
a4053,"Phillipps, Thomas, Sir"
a4054,"Wilson, John"
a4055,"Bluett, Antony"
a4056,"Hayward, Rachel"
a4057,"De Benneville, James S. (James Seguin)"
a4058,"Henry, Stuart Oliver"
a4059,"Griffiths, Julia"
a4060,"Norton, Charles Eliot"
a4061,"Henderson, W. J. (William James)"
a4062,"Schreiber, Charlotte, Lady"
a4063,"Peacocke, Isabel M. (Isabel Maud)"
a4064,"Dye, Charles"
a4065,"Rucker, William Colby"
a4066,"Fitzgerald, Robert"
a4067,"Stephens, C. A. (Charles Asbury)"
a4068,"Ward, John Montgomery"
a4069,"Pessoa, Fernando"
a4070,"Ashton, John"
a4071,"Duncan, Norman"
a4072,"Beech, Franklin"
a4073,"Ghusayn, Fa'iz"
a4074,"Huxley, Aldous"
a4075,"Jewell, F."
a4076,"Forbush, William Byron"
a4077,"Allen, Lewis Falley"
a4078,"Trowbridge, J. T. (John Townsend)"
a4079,"Schiller, Friedrich"
a4080,"United States"
a4081,"Project Gutenberg"
a4082,"Westmacott, C. M. (Charles Molloy)"
a4083,"Davis, Noah"
a4084,"Gladstone, William Henry"
a4085,"Bonnycastle, Richard Henry, Sir"
a4086,"Boyd, Ernest Augustus"
a4087,"Spender, Harold"
a4088,"McIntosh, Maria J. (Maria Jane)"
a4089,"Shute, Henry A. (Henry Augustus)"
a4090,"Esher, Reginald Baliol Brett, Viscount"
a4091,"Dwiggins, Clare Victor"
a4092,"Lewis, C. S. (Clive Staples)"
a4093,"Sherman, V. T."
a4094,"Higgins, Charlotte M."
a4095,"Yechton, Barbara"
a4096,"Munn, Charles Clark"
a4097,"Blaine, James Gillespie"
a4098,"Baldwin, May"
a4099,"Tetrazzini, Luisa"
a4100,"Culter, Richard"
a4101,"Appleton, Everard Jack"
a4102,"Gasquoine, C. P. (Charles Penrhyn)"
a4103,"Smedley, Frank E. (Frank Edward)"
a4104,"Sands, George W."
a4105,"Dyer, Gertrude P."
a4106,"Stacpoole, H. De Vere (Henry De Vere)"
a4107,"Richards, Fred"
a4108,"Owen, Elias"
a4109,"Hunter, William Crosbie"
a4110,"Abbott, Edwin Abbott"
a4111,"Darwin, Francis, Sir"
a4112,"Mann, Henry"
a4113,"Thomson, M. Pearson"
a4114,"Pratt, Ella Farman"
a4115,"Marden, Thomas Owen, Sir"
a4116,"Fleming, Oliver"
a4117,"Chiniquy, Charles Paschal Telesphore"
a4118,"Costello, Louisa Stuart"
a4119,"Lippmann, Walter"
a4120,"McNeil, Everett"
a4121,"Stahr, Paul"
a4122,"Crofts, Freeman Wills"
a4123,"Almqvist, August W."
a4124,"Munro, Ion S. (Ion Smeaton)"
a4125,"Washburn, Francis T. (Francis Tucker)"
a4126,"Morris, Elisabeth Woodbridge"
a4127,"Strohm, Rufus T. (Rufus Tracy)"
a4128,"Lewis, Harry A."
a4129,"Hay, James"
a4130,"Campbell, John W., Jr. (John Wood)"
a4131,"Cooper, Courtney Ryley"
a4132,"Howitt, Mary (Mary Botham)"
a4133,"Bacon, Leonard Woolsey"
a4134,"White, Horace"
a4135,"Storey, G. A. (George Adolphus)"
a4136,"Robinson, Solon"
a4137,"Barham, G. Basil (George Basil)"
a4138,"Taylor, Robt. L. (Robert Love)"
a4139,"Peterson, Frederick"
a4140,"Doyle, Edward"
a4141,"Mayne, Rutherford"
a4142,"Colman, George"
a4143,"Jamieson, T. H. (Thomas Hill)"
a4144,"Stevens, C. M. (Charles McClellan)"
a4145,"Afton, Effie"
a4146,"Arnold, Robert"
a4147,"MacMicking, Robert"
a4148,"Triemens, Joseph"
a4149,"Bygate, Joseph E."
a4150,"Feehan, Mary Edward"
a4151,"Levett Yeats, S. (Sidney)"
a4152,"Brandt, Johanna"
a4153,"Fletcher, F. Morley (Frank Morley)"
a4154,"Blore, George Henry"
a4155,"Gaines, Miriam"
a4156,"Douglass, Frederick"
a4157,"Mant, Alicia Catherine"
a4158,"Cooper, Jacob Calvin"
a4159,"Pine, Frank Woodworth"
a4160,"McMahan, Anna Benneson"
a4161,"Stanley, W."
a4162,"Orpen, William, Sir"
a4163,"Walsh, James J. (James Joseph)"
a4164,"Thompson, Benjamin"
a4165,"Markham, Clements R. (Clements Robert), Sir"
a4166,"Osborne, Duffield"
a4167,"Leffingwell, Albert"
a4168,"Smoot, Dan"
a4169,"Fenn, Harry"
a4170,"Mitchell, Ruth Comfort"
a4171,"Van Cleve, Charlotte Ouisconsin Clark"
a4172,"Buchanan, James"
a4173,"Dodge, W. L."
a4174,"Vitruvius Pollio"
a4175,"Painter, William"
a4176,"Müller, George"
a4177,"Garland, Hamlin"
a4178,"Brooks, David Marshall"
a4179,"Great Britain. Army. Highland Light Infantry. Battalion, 5th"
a4180,"Quincy, Josiah"
a4181,"Clarke, Margaret Bruce"
a4182,"Mencl, Rudolf"
a4183,"Niemann, August"
a4184,"Sitwell, Florence Alice"
a4185,"Hill, George Birkbeck Norman"
a4186,"Haweis, H. R. (Hugh Reginald)"
a4187,"Page, Curtis Hidden"
a4188,"Korinek, Charles James"
a4189,"Colvin, Fred H. (Fred Herbert)"
a4190,"Hartley, C. Gasquoine (Catherine Gasquoine)"
a4191,"Cogger, Edward P."
a4192,"Carr, E. Donald (Edmund Donald)"
a4193,"Howe, Reuel L."
a4194,"Ellis, J. Breckenridge (John Breckenridge)"
a4195,"Poore, Benjamin Perley"
a4196,"Mathews, W. S. B. (William Smythe Babcock)"
a4197,"Sheehan, Patrick Augustine"
a4198,"Emerson, Nathaniel Bright"
a4199,"Pollard, A. F. (Albert Frederick)"
a4200,"Twiss, Richard"
a4201,"Nathan, George Jean"
a4202,"Kennedy, Sidney R. (Sidney Robinson)"
a4203,"Kingsley, Frances Eliza Grenfell"
a4204,"Graetz, Anna"
a4205,"Leavitt, Elizabeth Davis"
a4206,"Hall, Eugene Edward"
a4207,"Farjeon, Eleanor"
a4208,"Hemyng, Bracebridge"
a4209,"Casas, Bartolomé de las"
a4210,"Durston, George"
a4211,"Reed, William Allan"
a4212,"MacArthur, Ruth Brown"
a4213,"Pilsbry, Elizabeth"
a4214,"Spinners' Club"
a4215,"Thomson, Edward William"
a4216,"Sergeant, Philip Walsingham"
a4217,"Beaumont, Mary"
a4218,"Lemon, Mark"
a4219,"Coombe, Florence"
a4220,"Baker, Samuel White, Sir"
a4221,"Paine, Harriet E. (Harriet Eliza)"
a4222,"Bell, George"
a4223,"Howes, Edith"
a4224,"Babcock, Bernie"
a4225,"Dum-Dum"
a4226,"Garrison, Theodosia Pickering"
a4227,"Warden, Ben W."
a4228,"Ward, Fred W."
a4229,"Learned, Walter"
a4230,"Stacey, W. S. (Walter S.)"
a4231,"Carson, Thomas"
a4232,"Harney, George S."
a4233,"Brewster, Edith Gilman"
a4234,"Christie, Grace"
a4235,"Great Britain. Board of Trade. Railway Department"
a4236,"Lecky, William Edward Hartpole"
a4237,"Campbell, Douglas Houghton"
a4238,"Plomer, Henry Robert"
a4239,"Rose, Geoffrey Keith"
a4240,"James, Lionel"
a4241,"Beard, Charles"
a4242,"Smith, H. Bellingham"
a4243,"Murray, Margaret Alice"
a4244,"Warner, William"
a4245,"Thomson, J. Arthur (John Arthur)"
a4246,"Russell, E. S. (Edward Stuart)"
a4247,"Bartlett, Frederick Orin"
a4248,"Winnington Ingram, Arthur F. (Arthur Foley)"
a4249,"Carter, Herbert, active 1909-1917"
a4250,"Mavrogordato, John"
a4251,"Lutz, Alma"
a4252,"Clark, Lewis Gaylord"
a4253,"Newman, John Philip"
a4254,"Ingersoll, Robert Green"
a4255,"Ashe, Edmund M. (Edmund Marion)"
a4256,"Depew, Chauncey M. (Chauncey Mitchell)"
a4257,"Butler, Alban"
a4258,"FitzGerald, Edward"
a4259,"Beatty, John"
a4260,"Bax, Ernest Belfort"
a4261,"Hentz, Caroline Lee"
a4262,"Tuttle, Edmund B. (Edmund Bostwick)"
a4263,"Butler, Joseph G. (Joseph Green)"
a4264,"Bachman, William Elmer"
a4265,"Bourget, Paul"
a4266,"Morton, Agnes H."
a4267,"Adams, John G. (John Greenleaf)"
a4268,"Martin, Theodore, Sir"
a4269,"Cheiro"
a4270,"Manucy, Albert C."
a4271,"Dighton, Richard"
a4272,"Brown, Alice"
a4273,"Joyce, John A. (John Alexander)"
a4274,"Scully, W. C. (William Charles)"
a4275,"Andrews, Edith Alice"
a4276,"Ruland, Wilhelm"
a4277,"Douglas, Alan, Captain"
a4278,"Marshall, J. (John)"
a4279,"United States. Federal Interdepartmental Task Force on the Potomac"
a4280,"Sigourney, L. H. (Lydia Howard)"
a4281,"New York evening journal"
a4282,"Leeds, Herbert Corey"
a4283,"Pittenger, William"
a4284,"McCutcheon, John T. (John Tinney)"
a4285,"Smith, Jessie Willcox"
a4286,"Woodcock, Henry"
a4287,"Baldwin, James Mark"
a4288,"Gardner, Ernest Arthur"
a4289,"Gaylord, Glance"
a4290,"Alma, Maude"
a4291,"Barrett, Charles Raymond"
a4292,"Smart, Hawley"
a4293,"Weetman, W. C. C."
a4294,"Brownson, Orestes Augustus"
a4295,"Eaton, Seymour"
a4296,"Both, Armand"
a4297,"Hurlothrumbo"
a4298,"Curtin, Jeremiah"
a4299,"Wright, William Aldis"
a4300,"Salmond, James Bell"
a4301,"Wilberforce, Samuel"
a4302,"Blyth, James"
a4303,"Mulets, Lenore Elizabeth"
a4304,"Kremnitz, Mite"
a4305,"Wilson, Robert H."
a4306,"Holmes, Edmond"
a4307,"Packard, A. S. (Alpheus Spring)"
a4308,"Smith, George"
a4309,"Robinson, Forbes"
a4310,"Fern, Fanny"
a4311,"Thomson, Charles Goff"
a4312,"Rogers, Will"
a4313,"Bennett, Virginia"
a4314,"Elson, Arthur"
a4315,"Raphael, John N. (John Nathan)"
a4316,"Groome, Francis Hindes"
a4317,"Chappell, Clovis Gillham"
a4318,"Bennett, Charles H. (Charles Henry)"
a4319,"Russell, R. V. (Robert Vane)"
a4320,"Finlay, Roger Thompson"
a4321,"MacGregor, Morris J."
a4322,"Brown, Frank Chouteau"
a4323,"Israëls, Jozef"
a4324,"Calhoun, A. R. (Alfred Rochefort)"
a4325,"Drummond, William Henry"
a4326,"Armstrong, W. C."
a4327,"Grefé, Will"
a4328,"Meredith, Ellis"
a4329,"Old scout"
a4330,"Wardle, Joseph"
a4331,"Gooch, Thelma"
a4332,"Curnick, Edward T."
a4333,"Choules, John Overton"
a4334,"Brehm, George"
a4335,"Speed, Nell"
a4336,"Wynne, Ellis"
a4337,"Tomlinson, Abraham"
a4338,"Antin, Mary"
a4339,"Paget, Walter"
a4340,"Turner, Frederick Jackson"
a4341,"Kelley, Ruth Edna"
a4342,"Spencer, Anna Garlin"
a4343,"Gregory, Mary Huston"
a4344,"Lawrence, D. H. (David Herbert)"
a4345,"McBride, Herbert W."
a4346,"Sell, Edward"
a4347,"Field, Roswell Martin"
a4348,"Terman, Lewis M. (Lewis Madison)"
a4349,"Coppinger, Joseph"
a4350,"Dellenbaugh, Frederick Samuel"
a4351,"Punahou School"
a4352,"Ossendowski, Ferdynand Antoni"
a4353,"Stimpson, Herbert Baird"
a4354,"Pinches, Theophilus G. (Theophilus Goldridge)"
a4355,"Farrow, G. E. (George Edward)"
a4356,"Veblen, Thorstein"
a4357,"Griggs, Frederick Landseer Maur"
a4358,"Service, Robert W. (Robert William)"
a4359,"MacQueen, James"
a4360,"Arting, Fred J."
a4361,"Hedin, Sven Anders"
a4362,"Ogden, George W. (George Washington)"
a4363,"Goldman, Emma"
a4364,"Douglas, Amanda M."
a4365,"Holt, Henry"
a4366,"Burton, Richard Francis, Sir"
a4367,"Dillaway, Charles K. (Charles Knapp)"
a4368,"Eales, Mary"
a4369,"Galt, Katherine Keene"
a4370,"Fontenay, Charles L."
a4371,"Lockwood, Lewis C. (Lewis Conger)"
a4372,"Bremer, Fredrika"
a4373,"Bancroft, Jane M. (Jane Marie)"
a4374,"Linnean Society of London"
a4375,"Smith, Edgar Fahs"
a4376,"Victor, Metta Victoria Fuller"
a4377,"Goldsmith, Milton"
a4378,"Jastrow, Morris"
a4379,"Doubleday, Abner"
a4380,"Manning, J. C."
a4381,"Earle, Alice Morse"
a4382,"Cooper, F. G."
a4383,"Moir, D. M. (David Macbeth)"
a4384,"Olcott, William Tyler"
a4385,"Blaydes, W."
a4386,"Burritt, M. C. (Maurice Chase)"
a4387,"Burkett, Charles William"
a4388,"Terry, Richard Runciman"
a4389,"Dillmont, Thérèse de"
a4390,"Douglas, Robert B. (Robert Bruce)"
a4391,"Smith, E. E. (Edward Elmer)"
a4392,"Steere, Edward"
a4393,"Garner, John Leslie"
a4394,"Dilnot, Frank"
a4395,"Wyatt, G. E."
a4396,"Hicklin, John"
a4397,"Graham, Frances W."
a4398,"Partridge, G. E. (George Everett)"
a4399,"Walling, William English"
a4400,"Sadler, Lena K. (Lena Kellogg)"
a4401,"Mivart, St. George Jackson"
a4402,"Weaver, G. S. (George Sumner)"
a4403,"Lamothe-Langon, Etienne-Léon, baron de"
a4404,"Dunton, Edith K. (Edith Kellogg)"
a4405,"Jones, James Athearn"
a4406,"Bigelow, William F. (William Frederick)"
a4407,"Freck, Laura F."
a4408,"Oldfield, Reuben Bertram"
a4409,"Preston, Alice Bolam"
a4410,"Wright, Sewell Peaslee"
a4411,"Bergson, Henri"
a4412,"Green, Thomas Hill"
a4413,"Noyes, William"
a4414,"Wilder, Alexander"
a4415,"Henderson, William Edwards"
a4416,"Holbrook, Florence"
a4417,"Fairman, Paul W."
a4418,"Roscoe, William"
a4419,"Black, Hugh"
a4420,"Maitland, Julia Charlotte"
a4421,"Garby, Lee Hawkins"
a4422,"Snyder, Harry"
a4423,"Stevens, John Austin"
a4424,"Van Bergen, R. (Robert)"
a4425,"Fergusson, Harvey"
a4426,"Boas, Frederick S. (Frederick Samuel)"
a4427,"Hughes, John"
a4428,"Bicknell, Percy Favor"
a4429,"Davis, Calvin Olin"
a4430,"Cupples, George, Mrs."
a4431,"Palmer, Abram Smythe"
a4432,"Roberts, Elizabeth Madox"
a4433,"Dillon, Mary (Mary C. Johnson)"
a4434,"Wallace, Edgar"
a4435,"Russel, Florence Kimball"
