node_id:ID,name
662,"Rangelovska, Lidija"
663,"Jung, Nizamat, Sir"
664,"Sheldon, Georgie, Mrs."
665,"Zakrzewska, Marie E. (Marie Elizabeth)"
666,"American Anti-Slavery Society"
667,"Balzac, Honoré de"
668,"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir"
669,"Ade, George"
670,"Holmes, Mary Jane"
671,"Geldart, Thomas, Mrs."
672,"Buffa, John"
673,"Barker, Edward Harrison"
674,"Greiffenhagen, Maurice"
675,"Moore, George Augustus"
676,"Gibson, Charles Dana"
677,"Mitra, Siddha Mohana"
678,"McMaster, John Bach"
679,"Gatty, Alfred, Mrs."
680,"Benson, Stella"
681,"Miller, Alice Duer"
682,"Mair, G. H. (George Herbert)"
683,"Murray, Henry A. (Henry Anthony)"
684,"Colman, Mrs. (Pamela Chandler)"
685,"Wilson, John Mackay"
686,"Lorentz, H. A. (Hendrik Antoon)"
687,"Vernon Jones, V. S. (Vernon Stanley)"
688,"Krishnamurti, J. (Jiddu)"
689,"Cable, Boyd"
690,"Lincoln, Joseph Crosby"
691,"Bernhardi, Friedrich von"
692,"McPherson, J. H. T. (John Hanson Thomas)"
693,"Anderton, Thomas"
694,"Cole, Herbert"
695,"Tilton, George Henry"
696,"Eberhard, Wolfram"
697,"Doubleday, Russell"
698,"Gaskell, Elizabeth Cleghorn"
699,"Oppenheim, James"
700,"Moffett, Cleveland"
701,"Roe, E. T."
702,"Besant, Annie"
703,"Banks, Nancy Huston"
704,"Dana, Richard Henry"
705,"Minor, R. D."
706,"Powell, E. Alexander (Edward Alexander)"
707,"Ferber, Edna"
708,"Yarrow, H. C. (Harry Crécy)"
709,"Biddulph, J. (John)"
710,"O'Brien, Frederick"
711,"Marshall, Edison"
712,"Woodhouse, Frederic W."
713,"Holmes, Edric"
714,"Williams, Albert Rhys"
715,"Pye, Charles"
716,"Mason, Eugene"
717,"Lynde, Francis"
718,"Burr, Agnes Rush"
719,"Henry, Alice"
720,"Church, Ella Rodman"
721,"Brewer, Ebenezer Cobham"
722,"Gould, Hannah Flagg"
723,"Adams, M. H. (Mary Hall)"
724,"Webster, Albert"
725,"Mower, Sarah S."
726,"Xavier, M."
727,"Collins, W. Lucas (William Lucas)"
728,"Carey, William"
729,"Griffiths, Arthur"
730,"Sturge, Joseph"
731,"Fielding, Henry"
732,"Collins, F. B."
733,"Robinson, Albert G. (Albert Gardner)"
734,"Booth-Tucker, Frederick St. George De Lautour"
735,"Ralphson, G. Harvey (George Harvey)"
736,"Collingwood, Stuart Dodgson"
737,"Benezet, Anthony"
738,"Phillips, Ulrich Bonnell"
739,"Bain, F. W. (Francis William)"
740,"Elton, Oliver"
741,"United States. Bureau of the Census"
742,"Beach, Rex"
743,"Bacheller, Irving"
744,"Leacock, Stephen"
745,"Chesterton, G. K. (Gilbert Keith)"
746,"Watson, Henry C. (Henry Clay)"
747,"Potter, Elizabeth Gray"
748,"Thompson, William"
749,"Hole, William"
750,"Shumway, Daniel Bussier"
751,"Wood, Andrew Y."
752,"Steele, Wilbur Daniel"
753,"Bridges, T. C. (Thomas Charles)"
754,"King, Grace Elizabeth"
755,"Graves, J. A. (Jackson Alpheus)"
756,"Morris, William"
757,"Oliver, Stephen"
758,"Fuller, Margaret"
759,"Pardoe, Miss (Julia)"
760,"Allen, James Lane"
761,"Theocritus"
762,"Wilson, Harry Leon"
763,"Priest, William"
764,"Stillman, William James"
765,"Tarbell, Ida M. (Ida Minerva)"
766,"Prentiss, George Lewis"
767,"Squires, Richard C."
768,"Whittle, D. W. (Daniel Webster)"
769,"Coulton, Miss"
770,"Goodrich, Samuel G. (Samuel Griswold)"
771,"Lewis, Sinclair"
772,"Wright, Mabel Osgood"
773,"Galton, Francis"
774,"Bloomfield, Nathaniel"
775,"Sinclair, Upton"
776,"Graves, Charles L. (Charles Larcom)"
777,"McCutcheon, George Barr"
778,"Bennett, John"
779,"Scott, Robert Falcon"
780,"Jackson, George"
781,"Lowndes, Marie Belloc"
782,"Sedgwick, Susan Anne Livingston Ridley"
783,"Pack, Charles Lathrop"
784,"Rohmer, Sax"
785,"Piper, Watty, pseud."
786,"Hough, Emerson"
787,"Hanna, Abigail Stanley"
788,"Gissing, George"
789,"Bell, Lilian"
790,"Phillips, David Graham"
791,"Brown, Goold"
792,"Beers, Henry A. (Henry Augustin)"
793,"Franklin, Miles"
794,"Benson, Robert Hugh"
795,"Gosse, Edmund"
796,"Webster, Thomas"
797,"Huckel, Oliver"
798,"Wallas, Graham"
799,"Papé, Frank Cheyne"
800,"Trollope, Anthony"
801,"Rittenhouse, Jessie Belle"
802,"Comfort, Will Levington"
803,"Park, Julian"
804,"Smith, Mabell S. C. (Mabell Shippie Clarke)"
805,"Peabody, Josephine Preston"
806,"Russell, George William Erskine"
807,"Hecker, Eugene A. (Eugene Arthur)"
808,"Blasco Ibáñez, Vicente"
809,"Schurman, Jacob Gould"
810,"Burke, Kathleen"
811,"Duncan, Sara Jeannette"
812,"Cooke, George Willis"
813,"Gibbs, Philip"
814,"Lillibridge, Will"
815,"Sienkiewicz, Henryk"
816,"Dakyns, Henry Graham"
817,"Goodloe, Abbe Carter"
818,"Murray, James Augustus Henry, Sir"
819,"Jordan, Charlotte Brewster"
820,"Kent, Charles Foster"
821,"Ford, Henry Jones"
822,"Wyss, Johann David"
823,"Hall, Tom"
824,"Xenophon"
825,"Wright, Harold Bell"
826,"Forbes, Nevill"
827,"Robins, Edward"
828,"Williams, Blanche Colton"
829,"Monteith, James"
830,"Ferrall, S. A. (Simon Ansley)"
831,"Lincoln, Abraham"
832,"Hutchins, Cortelle"
833,"Kelly, Maire Monica"
834,"Dandin, active 7th century"
835,"Wann, Harry Vincent"
836,"Gregory, Lady"
837,"Fagg, John Gerardus"
838,"Bianco, Margery Williams"
839,"Darling, Esther Birdsall"
840,"Bangs, John Kendrick"
841,"Church, R. W. (Richard William)"
842,"Savigny, Jean Baptiste Henri"
843,"Withers, Hartley"
844,"Kapor, Mitchell"
845,"Library of Congress. Copyright Office"
846,"Draper, John William"
847,"Haworth, Paul Leland"
848,"Meynell, Alice"
849,"Sewell, Anna"
